Episode,Total Reward,Steps,Termination Reason
10435,-135,13,no_fly_zone
10436,-76,20,boundary
10437,43,20,boundary
10438,-169,30,no_fly_zone
10439,-648,313,boundary
10440,-135,13,no_fly_zone
10441,54,25,boundary
10442,50,20,boundary
10443,-114,32,boundary
10444,-13,20,boundary
10445,-153,22,no_fly_zone
10446,56,24,boundary
10447,-90,20,boundary
10448,-135,13,no_fly_zone
10449,50,20,boundary
10450,-175,73,boundary
10451,-175,33,no_fly_zone
10452,-90,20,boundary
10453,-135,13,no_fly_zone
10454,50,20,boundary
10455,-195,43,no_fly_zone
10456,50,20,boundary
10457,-135,13,no_fly_zone
10458,-175,73,boundary
10459,-13,20,boundary
10460,50,20,boundary
10461,-135,13,no_fly_zone
10462,-325,108,no_fly_zone
10463,-90,20,boundary
10464,-20,20,boundary
10465,53,22,boundary
10466,-100,25,boundary
10467,-130,40,boundary
10468,51,23,boundary
10469,50,20,boundary
10470,50,20,boundary
10471,-34,20,boundary
10472,-313,102,no_fly_zone
10473,-150,57,boundary
10474,-27,20,boundary
10475,36,20,boundary
10476,-307,99,no_fly_zone
10477,50,20,boundary
10478,-90,20,boundary
10479,-135,13,no_fly_zone
10480,386,40,target_reached
10481,-135,13,no_fly_zone
10482,-158,54,boundary
10483,-151,21,no_fly_zone
10484,-149,20,no_fly_zone
10485,-134,42,boundary
10486,-323,107,no_fly_zone
10487,-135,13,no_fly_zone
10488,-135,13,no_fly_zone
10489,-149,20,no_fly_zone
10490,-90,20,boundary
10491,-112,31,boundary
10492,-135,13,no_fly_zone
10493,59,26,boundary
10494,50,20,boundary
10495,22,20,boundary
10496,-146,48,boundary
10497,-157,24,no_fly_zone
10498,62,28,boundary
10499,-124,37,boundary
10500,36,20,boundary
10501,62,28,boundary
10502,-159,58,boundary
10503,-135,13,no_fly_zone
10504,-135,13,no_fly_zone
10505,-185,38,no_fly_zone
10506,-90,20,boundary
10507,-177,34,no_fly_zone
10508,22,20,boundary
10509,50,20,boundary
10510,-135,13,no_fly_zone
10511,51,23,boundary
10512,51,23,boundary
10513,53,22,boundary
10514,22,20,boundary
10515,-135,13,no_fly_zone
10516,54,25,boundary
10517,-203,47,no_fly_zone
10518,-398,188,boundary
10519,-135,13,no_fly_zone
10520,-199,45,no_fly_zone
10521,-135,13,no_fly_zone
10522,-211,51,no_fly_zone
10523,-265,78,no_fly_zone
10524,-193,75,boundary
10525,50,20,boundary
10526,-90,20,boundary
10527,-20,20,boundary
10528,-118,34,boundary
10529,-158,54,boundary
10530,-135,13,no_fly_zone
10531,1,20,boundary
10532,15,20,boundary
10533,-90,20,boundary
10534,50,20,boundary
10535,56,24,boundary
10536,-135,13,no_fly_zone
10537,-143,17,no_fly_zone
10538,-139,15,no_fly_zone
10539,-90,20,boundary
10540,-6,20,boundary
10541,-135,13,no_fly_zone
10542,-90,20,boundary
10543,-90,20,boundary
10544,-159,25,no_fly_zone
10545,50,20,boundary
10546,-181,36,no_fly_zone
10547,-142,46,boundary
10548,-135,13,no_fly_zone
10549,-171,31,no_fly_zone
10550,50,20,boundary
10551,-135,13,no_fly_zone
10552,8,20,boundary
10553,-135,13,no_fly_zone
10554,-90,20,boundary
10555,-135,13,no_fly_zone
10556,-90,20,boundary
10557,-135,13,no_fly_zone
10558,-90,20,boundary
10559,50,20,boundary
10560,-135,13,no_fly_zone
10561,-135,13,no_fly_zone
10562,50,20,boundary
10563,51,23,boundary
10564,-90,20,boundary
10565,56,24,boundary
10566,50,20,boundary
10567,50,20,boundary
10568,60,29,boundary
10569,-131,58,boundary
10570,57,27,boundary
10571,62,28,boundary
10572,-167,29,no_fly_zone
10573,-165,28,no_fly_zone
10574,-90,20,boundary
10575,-175,33,no_fly_zone
10576,-209,50,no_fly_zone
10577,54,25,boundary
10578,51,23,boundary
10579,-135,13,no_fly_zone
10580,400,40,target_reached
10581,50,20,boundary
10582,-177,34,no_fly_zone
10583,-90,20,boundary
10584,51,23,boundary
10585,50,20,boundary
10586,-135,13,no_fly_zone
10587,50,20,boundary
10588,-135,13,no_fly_zone
10589,-161,26,no_fly_zone
10590,50,20,boundary
10591,-90,20,boundary
10592,-639,265,no_fly_zone
10593,50,20,boundary
10594,62,28,boundary
10595,-98,24,boundary
10596,-135,13,no_fly_zone
10597,-120,35,boundary
10598,51,23,boundary
10599,-90,20,boundary
10600,-165,28,no_fly_zone
10601,54,25,boundary
10602,54,25,boundary
10603,-90,20,boundary
10604,-90,20,boundary
10605,50,20,boundary
10606,-90,20,boundary
10607,-135,13,no_fly_zone
10608,-202,76,boundary
10609,29,20,boundary
10610,-148,49,boundary
10611,-90,20,boundary
10612,-135,13,no_fly_zone
10613,-135,13,no_fly_zone
10614,-90,20,boundary
10615,50,20,boundary
10616,-90,20,boundary
10617,-155,23,no_fly_zone
10618,50,20,boundary
10619,-267,79,no_fly_zone
10620,-90,20,boundary
10621,-151,21,no_fly_zone
10622,-148,49,boundary
10623,50,20,boundary
10624,-90,20,boundary
10625,-187,39,no_fly_zone
10626,-90,20,boundary
10627,51,23,boundary
10628,-155,23,no_fly_zone
10629,62,28,boundary
10630,-90,20,boundary
10631,-118,34,boundary
10632,-135,13,no_fly_zone
10633,-155,23,no_fly_zone
10634,51,23,boundary
10635,-90,20,boundary
10636,-130,40,boundary
10637,50,20,boundary
10638,-104,27,boundary
10639,-193,42,no_fly_zone
10640,-135,13,no_fly_zone
10641,50,20,boundary
10642,-135,13,no_fly_zone
10643,57,27,boundary
10644,-90,20,boundary
10645,-13,20,boundary
10646,-135,13,no_fly_zone
10647,-217,54,no_fly_zone
10648,36,20,boundary
10649,-135,13,no_fly_zone
10650,22,20,boundary
10651,59,26,boundary
10652,50,20,boundary
10653,-135,13,no_fly_zone
10654,54,25,boundary
10655,62,28,boundary
10656,50,20,boundary
10657,50,20,boundary
10658,50,20,boundary
10659,54,25,boundary
10660,-90,20,boundary
10661,57,27,boundary
10662,50,20,boundary
10663,56,24,boundary
10664,-135,13,no_fly_zone
10665,-135,13,no_fly_zone
10666,56,24,boundary
10667,-90,20,boundary
10668,54,25,boundary
10669,-90,20,boundary
10670,50,20,boundary
10671,-194,46,no_fly_zone
10672,-199,45,no_fly_zone
10673,-135,13,no_fly_zone
10674,50,20,boundary
10675,12,234,target_reached
10676,-182,66,boundary
10677,-135,13,no_fly_zone
10678,-154,52,boundary
10679,-135,13,no_fly_zone
10680,-137,14,no_fly_zone
10681,-90,20,boundary
10682,50,20,boundary
10683,-90,20,boundary
10684,54,25,boundary
10685,-563,227,no_fly_zone
10686,-147,19,no_fly_zone
10687,-90,20,boundary
10688,51,23,boundary
10689,-174,62,boundary
10690,50,20,boundary
10691,50,20,boundary
10692,50,20,boundary
10693,-90,20,boundary
10694,50,20,boundary
10695,-108,29,boundary
10696,57,27,boundary
10697,56,24,boundary
10698,59,26,boundary
10699,57,27,boundary
10700,62,28,boundary
10701,50,20,boundary
10702,-255,73,no_fly_zone
10703,-137,14,no_fly_zone
10704,-172,61,boundary
10705,-90,20,boundary
10706,51,23,boundary
10707,-189,40,no_fly_zone
10708,59,26,boundary
10709,-135,13,no_fly_zone
10710,-120,35,boundary
10711,-147,19,no_fly_zone
10712,50,20,boundary
10713,50,20,boundary
10714,-108,29,boundary
10715,-135,13,no_fly_zone
10716,-141,16,no_fly_zone
10717,-108,29,boundary
10718,-135,13,no_fly_zone
10719,-90,20,boundary
10720,-135,13,no_fly_zone
10721,50,20,boundary
10722,54,25,boundary
10723,-195,43,no_fly_zone
10724,-92,21,boundary
10725,-135,13,no_fly_zone
10726,-135,13,no_fly_zone
10727,-159,25,no_fly_zone
10728,53,22,boundary
10729,-135,13,no_fly_zone
10730,-287,89,no_fly_zone
10731,-90,20,boundary
10732,-135,13,no_fly_zone
10733,51,23,boundary
10734,50,20,boundary
10735,50,20,boundary
10736,50,20,boundary
10737,-193,42,no_fly_zone
10738,-41,20,boundary
10739,51,23,boundary
10740,400,40,target_reached
10741,-135,13,no_fly_zone
10742,-169,30,no_fly_zone
10743,-92,21,boundary
10744,50,20,boundary
10745,57,27,boundary
10746,-90,20,boundary
10747,50,20,boundary
10748,60,29,boundary
10749,-135,13,no_fly_zone
10750,-189,40,no_fly_zone
10751,-116,33,boundary
10752,50,20,boundary
10753,-90,20,boundary
10754,50,20,boundary
10755,-135,13,no_fly_zone
10756,50,20,boundary
10757,57,27,boundary
10758,59,26,boundary
10759,-6,20,boundary
10760,-135,13,no_fly_zone
10761,-301,129,boundary
10762,-83,20,boundary
10763,-155,23,no_fly_zone
10764,-135,13,no_fly_zone
10765,60,29,boundary
10766,56,24,boundary
10767,-90,20,boundary
10768,50,20,boundary
10769,50,20,boundary
10770,-135,13,no_fly_zone
10771,-138,44,boundary
10772,-90,20,boundary
10773,-96,23,boundary
10774,50,20,boundary
10775,57,27,boundary
10776,50,20,boundary
10777,-166,58,boundary
10778,-167,29,no_fly_zone
10779,-94,22,boundary
10780,-128,39,boundary
10781,-90,20,boundary
10782,-135,13,no_fly_zone
10783,50,20,boundary
10784,-90,20,boundary
10785,48,21,boundary
10786,-27,20,boundary
10787,-137,14,no_fly_zone
10788,-145,18,no_fly_zone
10789,-48,20,boundary
10790,50,20,boundary
10791,54,25,boundary
10792,-166,65,boundary
10793,-135,13,no_fly_zone
10794,-135,13,no_fly_zone
10795,-243,74,no_fly_zone
10796,-135,13,no_fly_zone
10797,-169,30,no_fly_zone
10798,-135,13,no_fly_zone
10799,50,20,boundary
10800,57,27,boundary
10801,-20,20,boundary
10802,-135,13,no_fly_zone
10803,-27,20,boundary
10804,50,20,boundary
10805,-90,20,boundary
10806,-139,15,no_fly_zone
10807,-135,13,no_fly_zone
10808,-137,14,no_fly_zone
10809,-191,41,no_fly_zone
10810,-193,42,no_fly_zone
10811,-130,14,no_fly_zone
10812,50,20,boundary
10813,-135,13,no_fly_zone
10814,-135,13,no_fly_zone
10815,2,239,target_reached
10816,53,22,boundary
10817,-90,20,boundary
10818,-90,20,boundary
10819,-112,31,boundary
10820,-221,56,no_fly_zone
10821,-135,13,no_fly_zone
10822,-173,32,no_fly_zone
10823,51,23,boundary
10824,-215,53,no_fly_zone
10825,-135,13,no_fly_zone
10826,-130,14,no_fly_zone
10827,-90,20,boundary
10828,-173,32,no_fly_zone
10829,56,24,boundary
10830,-619,255,no_fly_zone
10831,-135,13,no_fly_zone
10832,51,23,boundary
10833,-90,20,boundary
10834,-183,37,no_fly_zone
10835,-135,13,no_fly_zone
10836,50,20,boundary
10837,-90,20,boundary
10838,-135,13,no_fly_zone
10839,57,27,boundary
10840,43,20,boundary
10841,50,20,boundary
10842,-135,13,no_fly_zone
10843,53,22,boundary
10844,-150,50,boundary
10845,51,23,boundary
10846,48,21,boundary
10847,50,20,boundary
10848,54,25,boundary
10849,-135,13,no_fly_zone
10850,57,27,boundary
10851,-135,13,no_fly_zone
10852,-90,20,boundary
10853,-106,28,boundary
10854,-159,25,no_fly_zone
10855,50,20,boundary
10856,50,20,boundary
10857,59,26,boundary
10858,-90,20,boundary
10859,50,20,boundary
10860,54,25,boundary
10861,50,20,boundary
10862,-125,15,no_fly_zone
10863,-135,13,no_fly_zone
10864,-168,59,boundary
10865,-161,26,no_fly_zone
10866,-90,20,boundary
10867,-90,20,boundary
10868,-90,20,boundary
10869,50,20,boundary
10870,-155,23,no_fly_zone
10871,-135,13,no_fly_zone
10872,48,21,boundary
10873,-90,20,boundary
10874,60,29,boundary
10875,50,20,boundary
10876,-165,28,no_fly_zone
10877,-219,55,no_fly_zone
10878,-96,23,boundary
10879,-90,20,boundary
10880,50,20,boundary
10881,-90,20,boundary
10882,36,20,boundary
10883,-135,13,no_fly_zone
10884,-135,13,no_fly_zone
10885,-135,13,no_fly_zone
10886,-310,137,boundary
10887,-90,20,boundary
10888,50,20,boundary
10889,-98,45,boundary
10890,50,20,boundary
10891,400,40,target_reached
10892,-120,35,boundary
10893,-354,180,boundary
10894,-90,20,boundary
10895,-162,56,boundary
10896,50,20,boundary
10897,50,20,boundary
10898,50,20,boundary
10899,-90,20,boundary
10900,-126,38,boundary
10901,50,20,boundary
10902,54,25,boundary
10903,-135,13,no_fly_zone
10904,-136,71,boundary
10905,-145,18,no_fly_zone
10906,50,20,boundary
10907,-120,35,boundary
10908,-27,20,boundary
10909,-179,35,no_fly_zone
10910,-92,21,boundary
10911,-361,173,boundary
10912,53,22,boundary
10913,-249,103,boundary
10914,-90,20,boundary
10915,50,20,boundary
10916,50,20,boundary
10917,-90,20,boundary
10918,-90,20,boundary
10919,-231,61,no_fly_zone
10920,-162,56,boundary
10921,-409,150,no_fly_zone
10922,-157,24,no_fly_zone
10923,-90,20,boundary
10924,-94,22,boundary
10925,-187,39,no_fly_zone
10926,-197,44,no_fly_zone
10927,-311,101,no_fly_zone
10928,57,27,boundary
10929,-135,13,no_fly_zone
10930,57,27,boundary
10931,50,20,boundary
10932,-90,20,boundary
10933,43,20,boundary
10934,-138,44,boundary
10935,-90,20,boundary
10936,56,24,boundary
10937,-162,56,boundary
10938,-130,40,boundary
10939,-90,20,boundary
10940,-118,34,boundary
10941,53,22,boundary
10942,-106,42,boundary
10943,-192,71,boundary
10944,-177,34,no_fly_zone
10945,54,25,boundary
10946,-90,20,boundary
10947,50,20,boundary
10948,-141,16,no_fly_zone
10949,57,27,boundary
10950,-144,47,boundary
10951,-135,13,no_fly_zone
10952,-135,13,no_fly_zone
10953,-151,21,no_fly_zone
10954,-138,44,boundary
10955,-90,20,boundary
10956,51,23,boundary
10957,60,29,boundary
10958,57,27,boundary
10959,57,27,boundary
10960,-90,20,boundary
10961,62,28,boundary
10962,-112,31,boundary
10963,400,40,target_reached
10964,-90,20,boundary
10965,57,27,boundary
10966,-90,20,boundary
10967,-90,20,boundary
10968,57,27,boundary
10969,43,20,boundary
10970,-250,135,boundary
10971,50,20,boundary
10972,56,24,boundary
10973,-179,35,no_fly_zone
10974,-168,59,boundary
10975,-90,20,boundary
10976,-90,20,boundary
10977,-579,303,boundary
10978,-90,20,boundary
10979,50,20,boundary
10980,-152,58,boundary
10981,-90,20,boundary
10982,-173,32,no_fly_zone
10983,-90,20,boundary
10984,57,27,boundary
10985,-90,20,boundary
10986,59,26,boundary
10987,-135,13,no_fly_zone
10988,-90,20,boundary
10989,-227,59,no_fly_zone
10990,50,20,boundary
10991,50,20,boundary
10992,-166,58,boundary
10993,-161,26,no_fly_zone
10994,50,20,boundary
10995,-135,13,no_fly_zone
10996,57,27,boundary
10997,-135,13,no_fly_zone
10998,-135,13,no_fly_zone
10999,50,20,boundary
11000,-153,22,no_fly_zone
11001,-90,20,boundary
11002,-90,20,boundary
11003,-90,20,boundary
11004,-118,34,boundary
11005,-90,20,boundary
11006,-283,87,no_fly_zone
11007,60,29,boundary
11008,-90,20,boundary
11009,-90,20,boundary
11010,50,20,boundary
11011,-90,20,boundary
11012,-90,20,boundary
11013,-90,20,boundary
11014,-90,20,boundary
11015,-135,13,no_fly_zone
11016,-90,20,boundary
11017,54,25,boundary
11018,48,21,boundary
11019,-135,13,no_fly_zone
11020,-90,20,boundary
11021,-151,21,no_fly_zone
11022,-90,20,boundary
11023,-90,20,boundary
11024,-83,20,boundary
11025,-132,41,boundary
11026,50,20,boundary
11027,-62,20,boundary
11028,50,20,boundary
11029,15,20,boundary
11030,-136,43,boundary
11031,-90,20,boundary
11032,-90,20,boundary
11033,-90,20,boundary
11034,-165,28,no_fly_zone
11035,53,22,boundary
11036,-147,80,boundary
11037,15,20,boundary
11038,-110,18,no_fly_zone
11039,43,20,boundary
11040,-199,45,no_fly_zone
11041,-90,20,boundary
11042,-112,31,boundary
11043,-197,44,no_fly_zone
11044,-138,44,boundary
11045,-245,68,no_fly_zone
11046,-219,55,no_fly_zone
11047,-153,22,no_fly_zone
11048,-114,32,boundary
11049,-90,20,boundary
11050,50,20,boundary
11051,-106,28,boundary
11052,-259,122,boundary
11053,-157,24,no_fly_zone
11054,50,20,boundary
11055,-135,13,no_fly_zone
11056,-90,20,boundary
11057,50,20,boundary
11058,59,26,boundary
11059,-148,49,boundary
11060,54,25,boundary
11061,59,26,boundary
11062,-94,22,boundary
11063,-90,20,boundary
11064,-90,20,boundary
11065,-94,22,boundary
11066,50,20,boundary
11067,-144,47,boundary
11068,50,20,boundary
11069,-90,20,boundary
11070,-157,24,no_fly_zone
11071,-135,13,no_fly_zone
11072,50,20,boundary
11073,-90,20,boundary
11074,50,20,boundary
11075,-199,45,no_fly_zone
11076,400,40,target_reached
11077,-303,97,no_fly_zone
11078,-219,55,no_fly_zone
11079,50,20,boundary
11080,-83,20,boundary
11081,-169,30,no_fly_zone
11082,-135,13,no_fly_zone
11083,50,20,boundary
11084,50,20,boundary
11085,-162,56,boundary
11086,-151,21,no_fly_zone
11087,-90,20,boundary
11088,-179,35,no_fly_zone
11089,-120,35,boundary
11090,50,20,boundary
11091,-169,30,no_fly_zone
11092,-135,13,no_fly_zone
11093,50,20,boundary
11094,-191,41,no_fly_zone
11095,50,20,boundary
11096,51,23,boundary
11097,-116,33,boundary
11098,-90,20,boundary
11099,-96,23,boundary
11100,60,29,boundary
11101,-135,13,no_fly_zone
11102,50,20,boundary
11103,56,24,boundary
11104,-106,28,boundary
11105,-90,20,boundary
11106,-137,14,no_fly_zone
11107,54,25,boundary
11108,50,20,boundary
11109,-136,43,boundary
11110,53,22,boundary
11111,-135,13,no_fly_zone
11112,-135,13,no_fly_zone
11113,-90,20,boundary
11114,48,21,boundary
11115,50,20,boundary
11116,54,25,boundary
11117,-138,44,boundary
11118,-178,64,boundary
11119,-126,38,boundary
11120,51,23,boundary
11121,-90,20,boundary
11122,62,28,boundary
11123,-211,51,no_fly_zone
11124,-90,20,boundary
11125,-90,20,boundary
11126,-90,20,boundary
11127,-135,13,no_fly_zone
11128,-90,20,boundary
11129,-104,27,boundary
11130,15,20,boundary
11131,-149,20,no_fly_zone
11132,43,20,boundary
11133,386,40,target_reached
11134,-90,20,boundary
11135,50,20,boundary
11136,57,27,boundary
11137,-287,89,no_fly_zone
11138,-199,45,no_fly_zone
11139,-141,16,no_fly_zone
11140,-135,13,no_fly_zone
11141,53,22,boundary
11142,-145,18,no_fly_zone
11143,-135,13,no_fly_zone
11144,50,20,boundary
11145,51,23,boundary
11146,50,20,boundary
11147,50,20,boundary
11148,-311,134,boundary
11149,-90,20,boundary
11150,63,31,boundary
11151,-90,20,boundary
11152,400,40,target_reached
11153,50,20,boundary
11154,-90,20,boundary
11155,-13,20,boundary
11156,51,23,boundary
11157,60,29,boundary
11158,43,20,boundary
11159,-90,20,boundary
11160,-90,20,boundary
11161,57,27,boundary
11162,-135,13,no_fly_zone
11163,-90,20,boundary
11164,-158,54,boundary
11165,57,27,boundary
11166,48,21,boundary
11167,50,20,boundary
11168,-151,21,no_fly_zone
11169,50,20,boundary
11170,54,25,boundary
11171,-135,13,no_fly_zone
11172,50,20,boundary
11173,-90,20,boundary
11174,-90,20,boundary
11175,50,20,boundary
11176,-90,20,boundary
11177,-90,20,boundary
11178,-90,20,boundary
11179,-90,20,boundary
11180,63,31,boundary
11181,60,29,boundary
11182,-90,20,boundary
11183,50,20,boundary
11184,-317,104,no_fly_zone
11185,50,20,boundary
11186,-94,22,boundary
11187,-130,14,no_fly_zone
11188,50,20,boundary
11189,-90,20,boundary
11190,-145,18,no_fly_zone
11191,-90,20,boundary
11192,-215,53,no_fly_zone
11193,-195,43,no_fly_zone
11194,36,20,boundary
11195,-306,128,boundary
11196,59,26,boundary
11197,-104,27,boundary
11198,-195,43,no_fly_zone
11199,-171,31,no_fly_zone
11200,-106,28,boundary
11201,-135,13,no_fly_zone
11202,-155,23,no_fly_zone
11203,-145,18,no_fly_zone
11204,-90,20,boundary
11205,-199,45,no_fly_zone
11206,-194,72,boundary
11207,62,28,boundary
11208,-207,49,no_fly_zone
11209,-120,35,boundary
11210,50,20,boundary
11211,50,20,boundary
11212,-201,46,no_fly_zone
11213,54,25,boundary
11214,50,20,boundary
11215,-157,24,no_fly_zone
11216,-120,16,no_fly_zone
11217,-100,25,boundary
11218,-90,20,boundary
11219,-90,20,boundary
11220,-90,20,boundary
11221,-173,32,no_fly_zone
11222,65,30,boundary
11223,-135,13,no_fly_zone
11224,-199,45,no_fly_zone
11225,-159,58,boundary
11226,-90,20,boundary
11227,62,28,boundary
11228,-269,80,no_fly_zone
11229,-135,13,no_fly_zone
11230,-179,35,no_fly_zone
11231,1,20,boundary
11232,56,24,boundary
11233,-173,32,no_fly_zone
11234,-134,42,boundary
11235,-210,80,boundary
11236,-177,34,no_fly_zone
11237,8,20,boundary
11238,50,20,boundary
11239,-180,65,boundary
11240,-153,22,no_fly_zone
11241,-83,20,boundary
11242,-367,129,no_fly_zone
11243,-108,29,boundary
11244,-177,34,no_fly_zone
11245,-135,13,no_fly_zone
11246,50,20,boundary
11247,-130,14,no_fly_zone
11248,-104,27,boundary
11249,-171,31,no_fly_zone
11250,-135,13,no_fly_zone
11251,-220,85,boundary
11252,-135,13,no_fly_zone
11253,-90,20,boundary
11254,56,24,boundary
11255,-90,20,boundary
11256,56,24,boundary
11257,-104,27,boundary
11258,-125,15,no_fly_zone
11259,15,20,boundary
11260,-112,31,boundary
11261,-106,28,boundary
11262,-147,19,no_fly_zone
11263,56,24,boundary
11264,-135,13,no_fly_zone
11265,50,20,boundary
11266,50,20,boundary
11267,50,20,boundary
11268,-90,20,boundary
11269,65,30,boundary
11270,53,22,boundary
11271,50,20,boundary
11272,-311,101,no_fly_zone
11273,8,20,boundary
11274,22,20,boundary
11275,50,20,boundary
11276,-90,20,boundary
11277,-165,28,no_fly_zone
11278,-102,26,boundary
11279,-90,20,boundary
11280,57,27,boundary
11281,50,20,boundary
11282,-135,13,no_fly_zone
11283,-90,20,boundary
11284,-183,37,no_fly_zone
11285,50,20,boundary
11286,-135,13,no_fly_zone
11287,43,20,boundary
11288,50,20,boundary
11289,-135,13,no_fly_zone
11290,-135,13,no_fly_zone
11291,-90,20,boundary
11292,-177,34,no_fly_zone
11293,51,23,boundary
11294,43,20,boundary
11295,-104,27,boundary
11296,-112,31,boundary
11297,-90,20,boundary
11298,-139,15,no_fly_zone
11299,-135,13,no_fly_zone
11300,1,20,boundary
11301,-147,19,no_fly_zone
11302,54,25,boundary
11303,-90,20,boundary
11304,-130,40,boundary
11305,-138,44,boundary
11306,50,20,boundary
11307,50,20,boundary
11308,-92,21,boundary
11309,-90,20,boundary
11310,-90,20,boundary
11311,62,28,boundary
11312,50,20,boundary
11313,-154,52,boundary
11314,-173,32,no_fly_zone
11315,-116,33,boundary
11316,-141,16,no_fly_zone
11317,-134,42,boundary
11318,-331,111,no_fly_zone
11319,48,21,boundary
11320,-169,30,no_fly_zone
11321,-122,36,boundary
11322,-197,44,no_fly_zone
11323,-137,14,no_fly_zone
11324,50,20,boundary
11325,50,20,boundary
11326,-96,23,boundary
11327,-90,20,boundary
11328,-237,64,no_fly_zone
11329,-135,13,no_fly_zone
11330,43,20,boundary
11331,-90,20,boundary
11332,-152,51,boundary
11333,-165,28,no_fly_zone
11334,398,41,target_reached
11335,-172,35,no_fly_zone
11336,-90,20,boundary
11337,-90,20,boundary
11338,50,20,boundary
11339,-135,13,no_fly_zone
11340,-90,20,boundary
11341,-135,13,no_fly_zone
11342,-94,22,boundary
11343,-69,20,boundary
11344,-90,20,boundary
11345,50,20,boundary
11346,-135,13,no_fly_zone
11347,-90,20,boundary
11348,-135,13,no_fly_zone
11349,-139,15,no_fly_zone
11350,-90,20,boundary
11351,50,20,boundary
11352,-141,16,no_fly_zone
11353,50,20,boundary
11354,-92,21,boundary
11355,-90,20,boundary
11356,54,25,boundary
11357,36,20,boundary
11358,50,20,boundary
11359,-90,20,boundary
11360,59,26,boundary
11361,50,20,boundary
11362,-215,86,boundary
11363,-90,20,boundary
11364,43,20,boundary
11365,1,20,boundary
11366,51,23,boundary
11367,15,20,boundary
11368,-130,14,no_fly_zone
11369,-6,20,boundary
11370,43,20,boundary
11371,-135,13,no_fly_zone
11372,-90,20,boundary
11373,50,20,boundary
11374,-201,46,no_fly_zone
11375,50,20,boundary
11376,-90,20,boundary
11377,-90,20,boundary
11378,50,20,boundary
11379,-90,20,boundary
11380,-90,20,boundary
11381,-90,20,boundary
11382,50,20,boundary
11383,-273,82,no_fly_zone
11384,-90,20,boundary
11385,-122,36,boundary
11386,-211,51,no_fly_zone
11387,-90,20,boundary
11388,-171,31,no_fly_zone
11389,63,31,boundary
11390,-177,34,no_fly_zone
11391,-271,81,no_fly_zone
11392,-126,38,boundary
11393,50,20,boundary
11394,-135,13,no_fly_zone
11395,-90,20,boundary
11396,-135,13,no_fly_zone
11397,-90,20,boundary
11398,50,20,boundary
11399,-94,22,boundary
11400,57,27,boundary
11401,-203,47,no_fly_zone
11402,65,30,boundary
11403,-125,55,boundary
11404,50,20,boundary
11405,-118,34,boundary
11406,-171,31,no_fly_zone
11407,50,20,boundary
11408,50,20,boundary
11409,60,29,boundary
11410,-92,21,boundary
11411,-152,79,boundary
11412,-90,20,boundary
11413,63,31,boundary
11414,-249,70,no_fly_zone
11415,-90,20,boundary
11416,-199,45,no_fly_zone
11417,50,20,boundary
11418,-90,20,boundary
11419,-132,41,boundary
11420,-135,13,no_fly_zone
11421,50,20,boundary
11422,-165,28,no_fly_zone
11423,50,20,boundary
11424,-100,25,boundary
11425,50,20,boundary
11426,51,23,boundary
11427,-135,13,no_fly_zone
11428,-90,20,boundary
11429,-426,216,boundary
11430,-90,20,boundary
11431,-315,164,boundary
11432,43,20,boundary
11433,-454,230,boundary
11434,-90,20,boundary
11435,51,23,boundary
11436,57,27,boundary
11437,59,26,boundary
11438,50,20,boundary
11439,-331,172,boundary
11440,50,20,boundary
11441,-94,22,boundary
11442,-76,20,boundary
11443,-90,20,boundary
11444,51,23,boundary
11445,-221,56,no_fly_zone
11446,-76,20,boundary
11447,-90,20,boundary
11448,54,25,boundary
11449,57,27,boundary
11450,-225,112,boundary
11451,-90,20,boundary
11452,-90,20,boundary
11453,-90,20,boundary
11454,-90,20,boundary
11455,-90,20,boundary
11456,60,29,boundary
11457,-136,43,boundary
11458,-135,13,no_fly_zone
11459,-130,14,no_fly_zone
11460,-114,32,boundary
11461,48,21,boundary
11462,-90,20,boundary
11463,-90,20,boundary
11464,66,33,boundary
11465,365,40,target_reached
11466,-90,20,boundary
11467,59,26,boundary
11468,50,20,boundary
11469,50,20,boundary
11470,-209,97,boundary
11471,-6,20,boundary
11472,-135,13,no_fly_zone
11473,63,31,boundary
11474,-90,20,boundary
11475,51,23,boundary
11476,-135,13,no_fly_zone
11477,-90,20,boundary
11478,50,20,boundary
11479,50,20,boundary
11480,-135,13,no_fly_zone
11481,50,20,boundary
11482,-145,18,no_fly_zone
11483,-90,20,boundary
11484,-90,20,boundary
11485,-1316,700,max_steps
11486,-135,13,no_fly_zone
11487,-171,31,no_fly_zone
11488,50,20,boundary
11489,-223,57,no_fly_zone
11490,-135,13,no_fly_zone
11491,-90,20,boundary
11492,-159,25,no_fly_zone
11493,-161,26,no_fly_zone
11494,-135,13,no_fly_zone
11495,-94,22,boundary
11496,-135,13,no_fly_zone
11497,65,30,boundary
11498,50,20,boundary
11499,-137,61,boundary
11500,1,20,boundary
11501,-135,13,no_fly_zone
11502,-135,13,no_fly_zone
11503,-135,13,no_fly_zone
11504,-135,13,no_fly_zone
11505,22,20,boundary
11506,43,20,boundary
11507,57,27,boundary
11508,29,20,boundary
11509,-135,13,no_fly_zone
11510,-194,72,boundary
11511,-175,33,no_fly_zone
11512,50,20,boundary
11513,50,20,boundary
11514,50,20,boundary
11515,-90,20,boundary
11516,-159,25,no_fly_zone
11517,50,20,boundary
11518,386,40,target_reached
11519,50,20,boundary
11520,-90,20,boundary
11521,-90,20,boundary
