Episode,Total Reward,Steps,Termination Reason
1,-90,20,boundary
2,-135,13,no_fly_zone
3,-90,20,boundary
4,-484,217,boundary
5,-135,13,no_fly_zone
6,-277,84,no_fly_zone
7,50,20,boundary
8,-34,20,boundary
9,-177,34,no_fly_zone
10,-303,97,no_fly_zone
11,50,20,boundary
12,-90,20,boundary
13,-90,20,boundary
14,-130,14,no_fly_zone
15,-90,20,boundary
16,50,20,boundary
17,-165,28,no_fly_zone
18,-236,93,boundary
19,-90,20,boundary
20,-94,22,boundary
21,-90,20,boundary
22,-135,13,no_fly_zone
23,50,20,boundary
24,-196,73,boundary
25,-118,34,boundary
26,-90,20,boundary
27,-135,13,no_fly_zone
28,50,20,boundary
29,-135,13,no_fly_zone
30,-176,63,boundary
31,-534,507,target_reached
32,-359,125,no_fly_zone
33,-90,20,boundary
34,50,20,boundary
35,-130,40,boundary
36,-322,136,boundary
37,-135,13,no_fly_zone
38,-90,20,boundary
39,-329,110,no_fly_zone
40,50,20,boundary
41,50,20,boundary
42,-868,409,boundary
43,-675,283,no_fly_zone
44,-120,16,no_fly_zone
45,-83,20,boundary
46,50,20,boundary
47,-90,20,boundary
48,50,20,boundary
49,-135,13,no_fly_zone
50,50,20,boundary
51,-110,18,no_fly_zone
52,50,20,boundary
53,-135,13,no_fly_zone
54,-48,20,boundary
55,-130,40,boundary
56,50,20,boundary
57,-135,13,no_fly_zone
58,-135,13,no_fly_zone
59,-308,129,boundary
60,-135,13,no_fly_zone
61,-90,20,boundary
62,-90,20,boundary
63,-90,20,boundary
64,50,20,boundary
65,50,20,boundary
66,-90,20,boundary
67,-135,13,no_fly_zone
68,-90,20,boundary
69,15,20,boundary
70,50,20,boundary
71,50,20,boundary
72,-13,20,boundary
73,56,24,boundary
74,-96,23,boundary
75,50,20,boundary
76,-90,20,boundary
77,-135,13,no_fly_zone
78,-139,15,no_fly_zone
79,50,20,boundary
80,-135,13,no_fly_zone
81,48,21,boundary
82,393,40,target_reached
83,-90,20,boundary
84,-222,86,boundary
85,-135,13,no_fly_zone
86,82,39,boundary
87,-76,20,boundary
88,-90,20,boundary
89,-1400,700,max_steps
90,-135,13,no_fly_zone
91,-90,20,boundary
92,-90,20,boundary
93,-135,13,no_fly_zone
94,-197,44,no_fly_zone
95,50,20,boundary
96,-90,20,boundary
97,50,20,boundary
98,50,20,boundary
99,-322,178,boundary
100,-135,13,no_fly_zone
101,-177,95,boundary
102,-90,20,boundary
103,-137,14,no_fly_zone
104,-135,13,no_fly_zone
105,-168,59,boundary
106,-553,222,no_fly_zone
107,-90,20,boundary
108,22,20,boundary
109,-153,22,no_fly_zone
110,-90,20,boundary
111,-135,13,no_fly_zone
112,-13,20,boundary
113,50,20,boundary
114,50,20,boundary
115,-165,28,no_fly_zone
116,56,24,boundary
117,50,20,boundary
118,50,20,boundary
119,-219,95,boundary
120,-90,20,boundary
121,50,20,boundary
122,-158,54,boundary
123,53,22,boundary
124,-90,20,boundary
125,50,20,boundary
126,-90,20,boundary
127,22,20,boundary
128,50,20,boundary
129,-135,13,no_fly_zone
130,-135,13,no_fly_zone
131,-173,32,no_fly_zone
132,-232,72,no_fly_zone
133,50,20,boundary
134,-175,33,no_fly_zone
135,-155,23,no_fly_zone
136,-135,13,no_fly_zone
137,-135,13,no_fly_zone
138,-6,20,boundary
139,-135,13,no_fly_zone
140,50,20,boundary
141,77,38,boundary
142,-148,49,boundary
143,-135,13,no_fly_zone
144,-90,20,boundary
145,-90,20,boundary
146,-130,14,no_fly_zone
147,-90,20,boundary
148,-90,20,boundary
149,-135,13,no_fly_zone
150,60,29,boundary
151,58,23,boundary
152,-90,20,boundary
153,-96,23,boundary
154,-135,13,no_fly_zone
155,-438,194,boundary
156,-90,20,boundary
157,50,20,boundary
158,245,114,target_reached
159,-90,20,boundary
160,-90,20,boundary
161,-189,40,no_fly_zone
162,-173,32,no_fly_zone
163,-114,32,boundary
164,-90,20,boundary
165,-211,51,no_fly_zone
166,-179,35,no_fly_zone
167,-782,631,target_reached
168,-135,13,no_fly_zone
169,-90,20,boundary
170,50,20,boundary
171,-90,20,boundary
172,-148,49,boundary
173,-135,13,no_fly_zone
174,-155,23,no_fly_zone
175,22,229,target_reached
176,-90,20,boundary
177,-135,13,no_fly_zone
178,50,20,boundary
179,202,139,target_reached
180,-167,29,no_fly_zone
181,-90,20,boundary
182,-134,42,boundary
183,-135,13,no_fly_zone
184,53,22,boundary
185,-135,13,no_fly_zone
186,-135,13,no_fly_zone
187,-90,20,boundary
188,54,25,boundary
189,-135,13,no_fly_zone
190,-135,13,no_fly_zone
191,50,20,boundary
192,-100,25,boundary
193,-141,16,no_fly_zone
194,-135,13,no_fly_zone
195,50,20,boundary
196,50,20,boundary
197,-135,13,no_fly_zone
198,-135,13,no_fly_zone
199,51,23,boundary
200,50,20,boundary
201,-135,13,no_fly_zone
202,-41,20,boundary
203,-90,20,boundary
204,50,20,boundary
205,-215,53,no_fly_zone
206,-110,18,no_fly_zone
207,-164,57,boundary
208,-135,13,no_fly_zone
209,50,20,boundary
210,-69,20,boundary
211,-135,13,no_fly_zone
212,50,20,boundary
213,-90,20,boundary
214,-297,94,no_fly_zone
215,-1400,700,max_steps
216,-470,210,boundary
217,57,27,boundary
218,53,22,boundary
219,57,27,boundary
220,-94,22,boundary
221,50,20,boundary
222,-90,20,boundary
223,-135,13,no_fly_zone
224,-211,51,no_fly_zone
225,-90,20,boundary
226,-136,43,boundary
227,50,20,boundary
228,50,20,boundary
229,-83,20,boundary
230,50,20,boundary
231,50,20,boundary
232,199,109,target_reached
233,-165,82,boundary
234,-90,20,boundary
235,50,20,boundary
236,-364,157,boundary
237,-135,13,no_fly_zone
238,-682,316,boundary
239,-130,14,no_fly_zone
240,-55,20,boundary
241,-161,26,no_fly_zone
242,-168,59,boundary
243,36,20,boundary
244,-189,40,no_fly_zone
245,-173,32,no_fly_zone
246,-20,20,boundary
247,-135,13,no_fly_zone
248,50,20,boundary
249,50,20,boundary
250,-135,13,no_fly_zone
251,-263,77,no_fly_zone
252,-135,13,no_fly_zone
253,-90,20,boundary
254,-135,13,no_fly_zone
255,-90,20,boundary
256,-90,20,boundary
257,-914,432,boundary
258,-1133,545,boundary
259,-237,64,no_fly_zone
260,-155,23,no_fly_zone
261,50,20,boundary
262,-135,13,no_fly_zone
263,-90,20,boundary
264,-200,75,boundary
265,-151,21,no_fly_zone
266,-191,41,no_fly_zone
267,50,20,boundary
268,-80,280,target_reached
269,118,35,boundary
270,-488,219,boundary
271,-135,13,no_fly_zone
272,43,20,boundary
273,-90,20,boundary
274,-145,18,no_fly_zone
275,50,20,boundary
276,-135,13,no_fly_zone
277,-135,13,no_fly_zone
278,-102,26,boundary
279,-145,18,no_fly_zone
280,-34,20,boundary
281,-135,13,no_fly_zone
282,-177,34,no_fly_zone
283,-90,20,boundary
284,-224,101,boundary
285,-90,20,boundary
286,36,20,boundary
287,-546,248,boundary
288,-147,19,no_fly_zone
289,393,40,target_reached
290,-135,13,no_fly_zone
291,-135,13,no_fly_zone
292,-137,14,no_fly_zone
293,50,20,boundary
294,-147,19,no_fly_zone
295,-135,13,no_fly_zone
296,-266,108,boundary
297,-257,74,no_fly_zone
298,-13,20,boundary
299,-171,31,no_fly_zone
300,-90,20,boundary
301,-135,13,no_fly_zone
302,-538,244,boundary
303,-171,31,no_fly_zone
304,25,217,target_reached
305,342,69,target_reached
306,-143,17,no_fly_zone
307,56,24,boundary
308,-69,20,boundary
309,-90,20,boundary
310,-159,25,no_fly_zone
311,50,20,boundary
312,-191,48,no_fly_zone
313,138,39,boundary
314,-135,13,no_fly_zone
315,-135,13,no_fly_zone
316,386,40,target_reached
317,48,21,boundary
318,-20,20,boundary
319,15,20,boundary
320,254,113,target_reached
321,-69,20,boundary
322,50,20,boundary
323,-135,13,no_fly_zone
324,-90,20,boundary
325,-164,57,boundary
326,-135,13,no_fly_zone
327,-90,20,boundary
328,-139,15,no_fly_zone
329,79,30,boundary
330,-135,13,no_fly_zone
331,-130,14,no_fly_zone
332,50,20,boundary
333,74,29,boundary
334,-135,13,no_fly_zone
335,-90,20,boundary
336,-196,47,no_fly_zone
337,-135,13,no_fly_zone
338,-135,13,no_fly_zone
339,-90,20,boundary
340,-94,22,boundary
341,-165,28,no_fly_zone
342,-6,20,boundary
343,-90,20,boundary
344,-135,13,no_fly_zone
345,-62,20,boundary
346,-34,20,boundary
347,-141,16,no_fly_zone
348,-135,13,no_fly_zone
349,-241,66,no_fly_zone
350,-135,13,no_fly_zone
351,-161,26,no_fly_zone
352,-151,21,no_fly_zone
353,50,20,boundary
354,-139,15,no_fly_zone
355,-90,20,boundary
356,50,20,boundary
357,-190,70,boundary
358,-190,70,boundary
359,-90,20,boundary
360,50,20,boundary
361,-135,13,no_fly_zone
362,-90,20,boundary
363,-27,20,boundary
364,-125,15,no_fly_zone
365,-207,49,no_fly_zone
366,26,206,target_reached
367,-90,20,boundary
368,50,20,boundary
369,-90,20,boundary
370,-90,20,boundary
371,-120,16,no_fly_zone
372,-135,13,no_fly_zone
373,-191,41,no_fly_zone
374,-139,15,no_fly_zone
375,400,40,target_reached
376,-135,13,no_fly_zone
377,-135,13,no_fly_zone
378,-248,80,no_fly_zone
379,-185,38,no_fly_zone
380,50,20,boundary
381,-162,56,boundary
382,-189,40,no_fly_zone
383,-135,13,no_fly_zone
384,-27,20,boundary
385,-124,128,boundary
386,-13,20,boundary
387,-175,33,no_fly_zone
388,-149,20,no_fly_zone
389,392,44,target_reached
390,-27,20,boundary
391,-152,51,boundary
392,-90,20,boundary
393,-135,13,no_fly_zone
394,-392,159,no_fly_zone
395,-135,13,no_fly_zone
396,-173,32,no_fly_zone
397,-90,20,boundary
398,-69,20,boundary
399,-135,13,no_fly_zone
400,50,20,boundary
401,17,75,boundary
402,-90,20,boundary
403,50,20,boundary
404,-108,29,boundary
405,-135,13,no_fly_zone
406,-90,20,boundary
407,-418,184,boundary
408,-175,33,no_fly_zone
409,160,153,target_reached
410,-237,64,no_fly_zone
411,-96,23,boundary
412,-155,23,no_fly_zone
413,-90,20,boundary
414,22,20,boundary
415,50,20,boundary
416,-181,36,no_fly_zone
417,-90,20,boundary
418,29,20,boundary
419,50,20,boundary
420,-171,31,no_fly_zone
421,-135,13,no_fly_zone
422,308,40,target_reached
423,-90,20,boundary
424,-135,13,no_fly_zone
425,-163,27,no_fly_zone
426,-145,18,no_fly_zone
427,294,93,target_reached
428,-142,46,boundary
429,-13,20,boundary
430,-239,65,no_fly_zone
431,-62,20,boundary
432,-135,13,no_fly_zone
433,-192,85,boundary
434,-135,13,no_fly_zone
435,-90,20,boundary
436,-217,54,no_fly_zone
437,-90,20,boundary
438,-135,13,no_fly_zone
439,-139,15,no_fly_zone
440,-90,20,boundary
441,59,26,boundary
442,-153,22,no_fly_zone
443,50,20,boundary
444,-120,35,boundary
445,272,104,target_reached
446,-205,48,no_fly_zone
447,-130,14,no_fly_zone
448,-62,20,boundary
449,-34,20,boundary
450,-275,83,no_fly_zone
451,-128,39,boundary
452,-251,71,no_fly_zone
453,-55,20,boundary
454,50,20,boundary
455,-135,13,no_fly_zone
456,-122,36,boundary
457,-135,13,no_fly_zone
458,-135,13,no_fly_zone
459,56,24,boundary
460,-146,48,boundary
461,-123,40,boundary
462,50,20,boundary
463,-135,13,no_fly_zone
464,372,40,target_reached
465,-261,76,no_fly_zone
466,-90,20,boundary
467,-239,65,no_fly_zone
468,-135,13,no_fly_zone
469,62,28,boundary
470,-48,20,boundary
471,-90,20,boundary
472,-90,20,boundary
473,-48,20,boundary
474,-169,30,no_fly_zone
475,54,25,boundary
476,-135,13,no_fly_zone
477,-135,13,no_fly_zone
478,69,63,boundary
479,50,20,boundary
480,-27,20,boundary
481,-130,14,no_fly_zone
482,56,24,boundary
483,-237,64,no_fly_zone
484,-259,75,no_fly_zone
485,-157,24,no_fly_zone
486,-135,13,no_fly_zone
487,50,20,boundary
488,-90,20,boundary
489,-104,27,boundary
490,-135,13,no_fly_zone
491,-176,63,boundary
492,-90,20,boundary
493,-90,20,boundary
494,100,37,boundary
495,77,31,boundary
496,-251,71,no_fly_zone
497,-139,15,no_fly_zone
498,-147,19,no_fly_zone
499,-90,20,boundary
500,50,20,boundary
501,50,20,boundary
502,-135,13,no_fly_zone
503,-90,20,boundary
504,-90,20,boundary
505,50,20,boundary
506,-163,27,no_fly_zone
507,-135,13,no_fly_zone
508,-135,13,no_fly_zone
509,-90,20,boundary
510,-189,40,no_fly_zone
511,400,40,target_reached
512,50,20,boundary
513,-159,25,no_fly_zone
514,-90,20,boundary
515,-203,47,no_fly_zone
516,-135,13,no_fly_zone
517,-135,13,no_fly_zone
518,-90,20,boundary
519,-170,60,boundary
520,50,20,boundary
521,-191,41,no_fly_zone
522,57,27,boundary
523,-90,20,boundary
524,-135,13,no_fly_zone
525,-90,20,boundary
526,-135,13,no_fly_zone
527,50,20,boundary
528,-135,13,no_fly_zone
529,-108,29,boundary
530,-90,20,boundary
531,-246,98,boundary
532,-135,13,no_fly_zone
533,-244,362,target_reached
534,60,57,boundary
535,-269,80,no_fly_zone
536,400,40,target_reached
537,-90,20,boundary
538,-135,13,no_fly_zone
539,-205,48,no_fly_zone
540,50,20,boundary
541,-94,22,boundary
542,-135,13,no_fly_zone
543,60,29,boundary
544,-135,13,no_fly_zone
545,-135,13,no_fly_zone
546,-187,39,no_fly_zone
547,-145,18,no_fly_zone
548,-139,15,no_fly_zone
549,-90,20,boundary
550,-172,61,boundary
551,-135,13,no_fly_zone
552,-90,20,boundary
553,59,26,boundary
554,-90,20,boundary
555,-135,13,no_fly_zone
556,-157,24,no_fly_zone
557,-135,13,no_fly_zone
558,-245,68,no_fly_zone
559,-135,13,no_fly_zone
560,-90,20,boundary
561,-90,20,boundary
562,-130,14,no_fly_zone
563,50,20,boundary
564,50,20,boundary
565,-112,31,boundary
566,50,20,boundary
567,-135,13,no_fly_zone
568,-149,20,no_fly_zone
569,-135,13,no_fly_zone
570,54,25,boundary
571,-383,137,no_fly_zone
572,-135,13,no_fly_zone
573,-318,108,no_fly_zone
574,-90,20,boundary
575,50,20,boundary
576,-173,32,no_fly_zone
577,-384,432,target_reached
578,-254,102,boundary
579,-141,16,no_fly_zone
580,-135,13,no_fly_zone
581,-135,13,no_fly_zone
582,-90,20,boundary
583,50,20,boundary
584,-135,13,no_fly_zone
585,-76,20,boundary
586,-10,245,target_reached
587,50,20,boundary
588,-90,20,boundary
589,-206,78,boundary
590,-143,17,no_fly_zone
591,-135,13,no_fly_zone
592,-135,13,no_fly_zone
593,-253,72,no_fly_zone
594,-282,90,no_fly_zone
595,-230,90,boundary
596,-90,20,boundary
597,-90,20,boundary
598,-135,13,no_fly_zone
599,-458,178,no_fly_zone
600,-135,13,no_fly_zone
601,50,20,boundary
602,-135,13,no_fly_zone
603,-135,13,no_fly_zone
604,-90,20,boundary
605,-218,58,no_fly_zone
606,-155,23,no_fly_zone
607,-264,107,boundary
608,-135,13,no_fly_zone
609,-170,60,boundary
610,-135,13,no_fly_zone
611,-90,20,boundary
612,-302,100,no_fly_zone
613,-90,20,boundary
614,-169,63,boundary
615,-201,46,no_fly_zone
616,-96,23,boundary
617,50,20,boundary
618,69,35,boundary
619,-149,20,no_fly_zone
620,-208,79,boundary
621,50,20,boundary
622,-209,50,no_fly_zone
623,-512,205,no_fly_zone
624,-135,13,no_fly_zone
625,-135,13,no_fly_zone
626,-323,114,no_fly_zone
627,-135,13,no_fly_zone
628,-341,116,no_fly_zone
629,-131,58,boundary
630,-135,13,no_fly_zone
631,54,25,boundary
632,-90,20,boundary
633,60,29,boundary
634,-135,13,no_fly_zone
635,-135,13,no_fly_zone
636,-135,13,no_fly_zone
637,-90,20,boundary
638,-135,13,no_fly_zone
639,-217,54,no_fly_zone
640,-139,15,no_fly_zone
641,-135,13,no_fly_zone
642,-90,20,boundary
643,-135,13,no_fly_zone
644,-90,20,boundary
645,50,20,boundary
646,-135,13,no_fly_zone
647,-135,13,no_fly_zone
648,50,20,boundary
649,-135,13,no_fly_zone
650,-135,13,no_fly_zone
651,-135,13,no_fly_zone
652,-135,13,no_fly_zone
653,-207,49,no_fly_zone
654,-266,115,boundary
655,50,20,boundary
656,-144,47,boundary
657,-184,74,boundary
658,50,20,boundary
659,-165,28,no_fly_zone
660,50,20,boundary
661,-141,16,no_fly_zone
662,-90,20,boundary
663,-226,95,boundary
664,34,223,target_reached
665,-55,20,boundary
666,-216,83,boundary
667,-135,13,no_fly_zone
668,-135,13,no_fly_zone
669,-135,13,no_fly_zone
670,-358,154,boundary
671,-148,63,boundary
672,-90,20,boundary
673,-135,13,no_fly_zone
674,63,31,boundary
675,-228,63,no_fly_zone
676,50,20,boundary
677,-135,13,no_fly_zone
678,-173,32,no_fly_zone
679,393,40,target_reached
680,-90,20,boundary
681,50,20,boundary
682,-135,13,no_fly_zone
683,-230,90,boundary
684,50,20,boundary
685,-135,13,no_fly_zone
686,54,25,boundary
687,51,23,boundary
688,-1400,700,max_steps
689,50,20,boundary
690,63,31,boundary
691,-246,98,boundary
692,50,20,boundary
693,-135,13,no_fly_zone
694,-90,20,boundary
695,-135,13,no_fly_zone
696,-176,37,no_fly_zone
697,-100,25,boundary
698,-207,49,no_fly_zone
699,-90,20,boundary
700,-135,13,no_fly_zone
701,-130,14,no_fly_zone
702,-226,62,no_fly_zone
703,-194,72,boundary
704,-294,96,no_fly_zone
705,50,20,boundary
706,-195,43,no_fly_zone
707,-135,13,no_fly_zone
708,-90,20,boundary
709,-90,20,boundary
710,-69,20,boundary
711,-76,20,boundary
712,-231,61,no_fly_zone
713,-143,17,no_fly_zone
714,-195,43,no_fly_zone
715,-102,26,boundary
716,-137,14,no_fly_zone
717,-135,13,no_fly_zone
718,-106,28,boundary
719,-135,13,no_fly_zone
720,48,21,boundary
721,-137,14,no_fly_zone
722,-215,53,no_fly_zone
723,-90,20,boundary
724,-90,20,boundary
725,-90,20,boundary
726,-135,13,no_fly_zone
727,-135,13,no_fly_zone
728,-147,19,no_fly_zone
729,50,20,boundary
730,-237,64,no_fly_zone
731,-90,20,boundary
732,-135,13,no_fly_zone
733,-90,20,boundary
734,50,20,boundary
735,-205,48,no_fly_zone
736,-135,13,no_fly_zone
737,-120,35,boundary
738,-135,13,no_fly_zone
739,-90,20,boundary
740,-143,17,no_fly_zone
741,-155,23,no_fly_zone
742,-90,20,boundary
743,-135,13,no_fly_zone
744,-219,55,no_fly_zone
745,-135,13,no_fly_zone
746,-283,87,no_fly_zone
747,50,20,boundary
748,-135,13,no_fly_zone
749,50,20,boundary
750,-90,20,boundary
751,-189,40,no_fly_zone
752,-135,13,no_fly_zone
753,-90,20,boundary
754,-135,13,no_fly_zone
755,-90,20,boundary
756,-163,27,no_fly_zone
757,-195,43,no_fly_zone
758,50,20,boundary
759,22,20,boundary
760,-163,60,boundary
761,-191,41,no_fly_zone
762,-90,20,boundary
763,-96,23,boundary
764,-164,57,boundary
765,50,20,boundary
766,-90,20,boundary
767,-135,13,no_fly_zone
768,-100,46,boundary
769,50,20,boundary
770,-280,115,boundary
771,-405,148,no_fly_zone
772,-135,13,no_fly_zone
773,-181,36,no_fly_zone
774,50,20,boundary
775,50,20,boundary
776,-159,25,no_fly_zone
777,-175,33,no_fly_zone
778,-135,13,no_fly_zone
779,-140,45,boundary
780,50,20,boundary
781,50,20,boundary
782,-135,13,no_fly_zone
783,-98,24,boundary
784,-155,23,no_fly_zone
785,-163,27,no_fly_zone
786,50,20,boundary
787,-135,13,no_fly_zone
788,50,20,boundary
789,-135,13,no_fly_zone
790,-215,53,no_fly_zone
791,-199,45,no_fly_zone
792,-90,20,boundary
793,-124,37,boundary
794,29,20,boundary
795,-303,97,no_fly_zone
796,-205,48,no_fly_zone
797,-90,20,boundary
798,-110,30,boundary
799,-135,13,no_fly_zone
800,-135,13,no_fly_zone
801,-90,20,boundary
802,-90,20,boundary
803,-135,13,no_fly_zone
804,50,20,boundary
805,-106,28,boundary
806,43,20,boundary
807,-135,13,no_fly_zone
808,50,20,boundary
809,1,20,boundary
810,-147,19,no_fly_zone
811,50,20,boundary
812,-135,13,no_fly_zone
813,-135,13,no_fly_zone
814,-193,42,no_fly_zone
815,-135,13,no_fly_zone
816,-106,28,boundary
817,-90,20,boundary
818,-245,68,no_fly_zone
819,-853,468,boundary
820,-294,122,boundary
821,-90,20,boundary
822,-135,13,no_fly_zone
823,-135,13,no_fly_zone
824,-90,20,boundary
825,-161,26,no_fly_zone
826,-145,149,boundary
827,108,33,boundary
828,-136,43,boundary
829,-135,13,no_fly_zone
830,-90,20,boundary
831,-130,14,no_fly_zone
832,-159,25,no_fly_zone
833,-151,21,no_fly_zone
834,-135,13,no_fly_zone
835,-90,20,boundary
836,-135,13,no_fly_zone
837,-135,13,no_fly_zone
838,-135,13,no_fly_zone
839,-135,13,no_fly_zone
840,-135,13,no_fly_zone
841,-187,79,boundary
842,-159,25,no_fly_zone
843,-236,107,boundary
844,-207,49,no_fly_zone
845,-141,16,no_fly_zone
846,-90,20,boundary
847,-492,221,boundary
848,-135,13,no_fly_zone
849,-1127,700,max_steps
850,-135,13,no_fly_zone
851,-90,20,boundary
852,50,20,boundary
853,-159,25,no_fly_zone
854,-149,20,no_fly_zone
855,-90,20,boundary
856,-135,13,no_fly_zone
857,-168,59,boundary
858,-217,54,no_fly_zone
859,-155,23,no_fly_zone
860,-135,13,no_fly_zone
861,-184,67,boundary
862,-90,20,boundary
863,-145,18,no_fly_zone
864,-90,20,boundary
865,-135,13,no_fly_zone
866,-167,29,no_fly_zone
867,-135,13,no_fly_zone
868,-135,13,no_fly_zone
869,-175,33,no_fly_zone
870,-135,13,no_fly_zone
871,-90,20,boundary
872,-135,13,no_fly_zone
873,-135,13,no_fly_zone
874,-135,13,no_fly_zone
875,-90,20,boundary
876,-135,13,no_fly_zone
877,-135,13,no_fly_zone
878,-90,20,boundary
879,-90,20,boundary
880,-135,13,no_fly_zone
881,-209,50,no_fly_zone
882,-135,13,no_fly_zone
883,-135,13,no_fly_zone
884,50,20,boundary
885,-135,13,no_fly_zone
886,-135,13,no_fly_zone
887,-108,29,boundary
888,-135,13,no_fly_zone
889,50,20,boundary
890,-164,57,boundary
891,-135,13,no_fly_zone
892,-90,20,boundary
893,50,20,boundary
894,-83,20,boundary
895,-308,129,boundary
896,-135,13,no_fly_zone
897,50,20,boundary
898,-90,20,boundary
899,50,20,boundary
900,-135,13,no_fly_zone
901,-135,13,no_fly_zone
902,-135,13,no_fly_zone
903,-90,20,boundary
904,-135,13,no_fly_zone
905,-83,20,boundary
906,50,20,boundary
907,-179,35,no_fly_zone
908,-135,13,no_fly_zone
909,-135,13,no_fly_zone
910,50,20,boundary
911,-135,13,no_fly_zone
912,15,20,boundary
913,-135,13,no_fly_zone
914,-135,13,no_fly_zone
915,-151,21,no_fly_zone
916,-202,76,boundary
917,-247,69,no_fly_zone
918,50,20,boundary
919,-135,13,no_fly_zone
920,-209,50,no_fly_zone
921,-116,33,boundary
922,-135,13,no_fly_zone
923,50,20,boundary
924,-209,50,no_fly_zone
925,50,20,boundary
926,-135,13,no_fly_zone
927,50,20,boundary
928,-135,13,no_fly_zone
929,-90,20,boundary
930,-266,82,no_fly_zone
931,50,20,boundary
932,50,20,boundary
933,29,20,boundary
934,-179,35,no_fly_zone
935,-143,17,no_fly_zone
936,-194,72,boundary
937,50,20,boundary
938,50,20,boundary
939,-144,47,boundary
940,-135,13,no_fly_zone
941,-90,20,boundary
942,-102,26,boundary
943,-205,48,no_fly_zone
944,-135,13,no_fly_zone
945,-90,20,boundary
946,-135,13,no_fly_zone
947,-62,20,boundary
948,-90,20,boundary
949,65,30,boundary
950,-135,13,no_fly_zone
951,-223,57,no_fly_zone
952,-90,20,boundary
953,-135,13,no_fly_zone
954,-135,13,no_fly_zone
955,57,27,boundary
956,-135,13,no_fly_zone
957,-104,27,boundary
958,-90,20,boundary
959,-106,28,boundary
960,50,20,boundary
961,-135,13,no_fly_zone
962,-90,20,boundary
963,-135,13,no_fly_zone
964,-147,19,no_fly_zone
965,50,20,boundary
966,-90,20,boundary
967,50,20,boundary
968,-90,20,boundary
969,50,20,boundary
970,-137,14,no_fly_zone
971,-130,14,no_fly_zone
972,-145,18,no_fly_zone
973,121,37,boundary
974,50,20,boundary
975,50,20,boundary
976,-90,20,boundary
977,50,20,boundary
978,-135,13,no_fly_zone
979,-245,68,no_fly_zone
980,-90,20,boundary
981,-90,20,boundary
982,50,20,boundary
983,50,20,boundary
984,-145,18,no_fly_zone
985,-145,18,no_fly_zone
986,-175,33,no_fly_zone
987,-217,54,no_fly_zone
988,50,20,boundary
989,36,20,boundary
990,-209,50,no_fly_zone
991,-135,13,no_fly_zone
992,-90,20,boundary
993,-175,33,no_fly_zone
994,50,20,boundary
995,-183,37,no_fly_zone
996,-90,20,boundary
997,50,20,boundary
998,-245,68,no_fly_zone
999,50,20,boundary
1000,-120,35,boundary
1001,-135,13,no_fly_zone
1002,-135,13,no_fly_zone
1003,-173,32,no_fly_zone
1004,-135,13,no_fly_zone
1005,-135,13,no_fly_zone
1006,-153,22,no_fly_zone
1007,-90,20,boundary
1008,-149,20,no_fly_zone
1009,-135,13,no_fly_zone
1010,50,20,boundary
1011,-135,13,no_fly_zone
1012,50,20,boundary
1013,-257,74,no_fly_zone
1014,-145,18,no_fly_zone
1015,50,20,boundary
1016,-346,267,boundary
1017,-135,13,no_fly_zone
1018,50,20,boundary
1019,-135,13,no_fly_zone
1020,-90,20,boundary
1021,-135,13,no_fly_zone
1022,-112,31,boundary
1023,-201,46,no_fly_zone
1024,-13,20,boundary
1025,50,20,boundary
1026,-114,32,boundary
1027,50,20,boundary
1028,-156,53,boundary
1029,-217,54,no_fly_zone
1030,22,20,boundary
1031,-90,20,boundary
1032,-90,20,boundary
1033,-148,49,boundary
1034,50,20,boundary
1035,50,20,boundary
1036,-205,81,boundary
1037,-186,68,boundary
1038,22,20,boundary
1039,-90,20,boundary
1040,-151,21,no_fly_zone
1041,-186,68,boundary
1042,50,20,boundary
1043,-27,20,boundary
1044,-155,23,no_fly_zone
1045,-135,13,no_fly_zone
1046,-137,54,boundary
1047,50,20,boundary
1048,-135,13,no_fly_zone
1049,-124,37,boundary
1050,50,20,boundary
1051,-135,13,no_fly_zone
1052,-193,42,no_fly_zone
1053,-163,27,no_fly_zone
1054,-135,13,no_fly_zone
1055,50,20,boundary
1056,-135,13,no_fly_zone
1057,50,20,boundary
1058,50,20,boundary
1059,-197,44,no_fly_zone
1060,-112,31,boundary
1061,-130,14,no_fly_zone
1062,-135,13,no_fly_zone
1063,-130,14,no_fly_zone
1064,-90,20,boundary
1065,-135,13,no_fly_zone
1066,-135,13,no_fly_zone
1067,-177,34,no_fly_zone
1068,-287,89,no_fly_zone
1069,-120,16,no_fly_zone
1070,50,20,boundary
1071,50,20,boundary
1072,-90,20,boundary
1073,-6,20,boundary
1074,-116,33,boundary
1075,-6,20,boundary
1076,-130,14,no_fly_zone
1077,-141,16,no_fly_zone
1078,-154,52,boundary
1079,-135,13,no_fly_zone
1080,-90,20,boundary
1081,-104,27,boundary
1082,-90,20,boundary
1083,-165,28,no_fly_zone
1084,48,21,boundary
1085,-90,20,boundary
1086,50,20,boundary
1087,-135,13,no_fly_zone
1088,15,20,boundary
1089,131,39,boundary
1090,-90,20,boundary
1091,-125,15,no_fly_zone
1092,-243,142,boundary
1093,-135,13,no_fly_zone
1094,-116,33,boundary
1095,-110,30,boundary
1096,50,20,boundary
1097,94,33,boundary
1098,-135,13,no_fly_zone
1099,-139,15,no_fly_zone
1100,62,28,boundary
1101,-124,37,boundary
1102,-69,20,boundary
1103,-146,48,boundary
1104,-135,13,no_fly_zone
1105,-98,24,boundary
